id,title,date,url
THEPRINT-771141,"Centre writes to 13 states, UTs expressing concerns over declining Covid testing rates",2021-11-24T18:00:43,https://theprint.in/health/centre-writes-to-13-states-uts-expressing-concerns-over-declining-covid-testing-rates/771141/
THEPRINT-771105,"Covid-19 pandemic: WHO warns of 700,000 more deaths in Europe by March, cases surge in Israel",2021-11-24T16:22:19,https://theprint.in/world/covid-19-pandemic-who-warns-of-700000-more-deaths-in-europe-by-march-cases-surge-in-israel/771105/
THEPRINT-771074,"India&#8217;s R value for Covid drops to 0.94, but Chennai, Pune see rise in infection rate",2021-11-24T15:32:07,https://theprint.in/health/indias-r-value-for-covid-drops-to-0-94-but-chennai-pune-see-rise-in-infection-rate/771074/
THEPRINT-771004,"India registers 9,283 fresh Covid cases, 437 deaths in last 24 hours",2021-11-24T13:49:33,https://theprint.in/health/india-registers-9283-fresh-covid-cases-437-deaths-in-last-24-hours/771004/
THEPRINT-770375,"India records 7,579 new Covid infections in past 24 hours, lowest in 543 days",2021-11-23T13:30:09,https://theprint.in/health/india-records-7579-new-covid-infections-in-past-24-hours-lowest-in-543-days/770375/
THEPRINT-770326,"China is doubling down on strict Covid zero route as it battles delta",2021-11-23T13:18:57,https://theprint.in/world/china-is-doubling-down-on-strict-covid-zero-route-as-it-battles-delta/770326/
THEPRINT-770277,"Organise workplace Covid vaccination to improve coverage, Centre advises states",2021-11-23T09:00:46,https://theprint.in/health/organise-workplace-covid-vaccination-to-improve-coverage-centre-advises-states/770277/
THEPRINT-769927,"UK adds Covaxin, China&#8217;s Sinovac to approved vaccine list for travellers",2021-11-22T17:28:55,https://theprint.in/world/uk-adds-covaxin-chinas-sinovac-to-approved-vaccine-list-for-travellers/769927/
THEPRINT-769944,"Covaxin, Covishield effectiveness highest when gap between doses is 6-8 weeks, ICMR study finds",2021-11-22T16:37:01,https://theprint.in/health/covaxin-covishield-effectiveness-highest-when-gap-between-doses-is-6-8-weeks-icmr-study-finds/769944/
THEPRINT-769348,"Refugees are in statistical shadows. Until that changes, global poverty won&#8217;t",2021-11-22T14:02:28,https://theprint.in/world/refugees-are-in-statistical-shadows-until-that-changes-global-poverty-wont/769348/
THEPRINT-769809,"India registers 8,488 new Covid cases, lowest in 538 days",2021-11-22T13:47:34,https://theprint.in/india/india-registers-8488-new-covid-cases-lowest-in-538-days/769809/
